sample_id,word_index,char_start,char_end,original_fragment,apostrophe_normalized_fragment,spoken_word,bert_positions,normalization
-egA8-b7-3M$_$17,9,49,59,exhibiting,exhibiting,exhibiting,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,10,61,64,you,you,you,[13],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,11,65,68,get,get,get,[14],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,12,69,71,to,to,to,[15],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,13,72,76,know,know,know,[16],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,14,77,81,more,more,more,[17],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,15,82,88,people,people,people,[18],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,0,0,2,It,It,it,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,1,3,10,becomes,becomes,becomes,[2],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,2,11,17,easier,easier,easier,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,3,18,20,at,at,at,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,4,21,25,each,each,each,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,5,26,29,one,one,one,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,6,30,32,of,of,of,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,7,33,38,these,these,these,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,8,39,50,conferences,conferences,conferences,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,9,51,53,to,to,to,[10],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,10,54,61,connect,connect,connect,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,11,62,66,with,with,with,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,12,67,73,people,people,people,[13],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,13,74,78,that,that,that,[14],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,14,79,85,you've,you've,you've,"[15, 16, 17]",lowercase / apostrophe normalization
-egA8-b7-3M$_$18,15,86,89,met,met,met,[18],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,16,90,92,or,or,or,[19],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,17,93,97,that,that,that,[20],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,18,98,104,you're,you're,you're,"[21, 22, 23]",lowercase / apostrophe normalization
-egA8-b7-3M$_$18,19,105,110,doing,doing,doing,[24],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,20,111,119,business,business,business,[25],lowercase / apostrophe normalization
-egA8-b7-3M$_$18,21,120,124,with,with,with,[26],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,0,0,5,Third,Third,third,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,1,7,14,another,another,another,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,2,15,18,big,big,big,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,3,19,26,benefit,benefit,benefit,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,4,27,29,of,of,of,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,5,30,40,exhibiting,exhibiting,exhibiting,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,6,41,43,is,is,is,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,7,44,54,connecting,connecting,connecting,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,8,55,59,with,with,with,[10],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,9,60,68,existing,existing,existing,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$16,10,69,76,clients,clients,clients,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,0,0,4,What,What,what,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,1,5,8,are,are,are,[2],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,2,9,12,you,you,you,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,3,13,18,doing,doing,doing,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,4,19,25,that's,that's,that's,"[5, 6, 7]",lowercase / apostrophe normalization
-egA8-b7-3M$_$13,5,26,35,different,different,different,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,6,38,42,They,They,they,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,7,43,49,always,always,always,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,8,50,54,want,want,want,[13],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,9,55,57,an,an,an,[14],lowercase / apostrophe normalization
-egA8-b7-3M$_$13,10,58,64,answer,answer,answer,[15],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,0,0,1,I,I,i,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,1,2,9,started,started,started,[2],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,2,10,11,a,a,a,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,3,12,22,successful,successful,successful,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,4,23,28,Legal,Legal,legal,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,5,29,34,Nurse,Nurse,nurse,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,6,35,45,Consulting,Consulting,consulting,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,7,46,54,Business,Business,business,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,8,55,57,in,in,in,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,9,58,62,1989,1989,nineteen,[10],English number expansion
-egA8-b7-3M$_$1,10,58,62,1989,1989,eighty,[10],English number expansion
-egA8-b7-3M$_$1,11,58,62,1989,1989,nine,[10],English number expansion
-egA8-b7-3M$_$1,12,64,65,I,I,i,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,13,66,72,mentor,mentor,mentor,[13],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,14,73,79,nurses,nurses,nurses,[14],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,15,80,83,who,who,who,[15],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,16,84,88,want,want,want,[16],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,17,89,91,to,to,to,[17],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,18,92,98,become,become,become,[18],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,19,99,104,Legal,Legal,legal,[19],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,20,105,110,Nurse,Nurse,nurse,[20],lowercase / apostrophe normalization
-egA8-b7-3M$_$1,21,111,122,Consultants,Consultants,consultants,[21],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,0,0,5,First,First,first,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,1,6,16,exhibiting,exhibiting,exhibiting,[2],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,2,17,19,is,is,is,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,3,20,21,a,a,a,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,4,22,31,wonderful,wonderful,wonderful,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,5,32,43,opportunity,opportunity,opportunity,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,6,44,46,to,to,to,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,7,47,54,network,network,network,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,8,55,59,with,with,with,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,9,60,65,other,other,other,[10],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,10,66,71,legal,legal,legal,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$6,11,72,79,vendors,vendors,vendors,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,0,0,8,Secondly,Secondly,secondly,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,1,10,17,another,another,another,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,2,18,22,goal,goal,goal,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,3,23,25,of,of,of,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,4,26,36,exhibiting,exhibiting,exhibiting,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,5,38,40,is,is,is,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,6,41,49,building,building,building,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,7,50,54,your,your,your,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,8,55,62,company,company,company,[10],lowercase / apostrophe normalization
-egA8-b7-3M$_$9,9,63,68,image,image,image,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,0,0,3,Now,Now,now,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,1,4,10,you've,you've,you've,"[2, 3, 4]",lowercase / apostrophe normalization
-egA8-b7-3M$_$20,2,11,14,got,got,got,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,3,15,16,a,a,a,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,4,17,21,face,face,face,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,5,22,26,that,that,that,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,6,27,30,you,you,you,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,7,31,34,can,can,can,[10],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,8,35,42,connect,connect,connect,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,9,43,47,with,with,with,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,10,48,49,a,a,a,[13],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,11,50,55,voice,voice,voice,[14],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,12,57,60,and,and,and,[16],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,13,61,65,that,that,that,[17],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,14,66,71,makes,makes,makes,[18],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,15,72,75,you,you,you,[19],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,16,76,82,closer,closer,closer,[20],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,17,83,85,to,to,to,[21],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,18,86,90,that,that,that,[22],lowercase / apostrophe normalization
-egA8-b7-3M$_$20,19,91,97,client,client,client,[23],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,0,0,4,Well,Well,well,[1],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,1,6,8,it,it,it,[3],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,2,9,11,is,is,is,[4],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,3,12,15,the,the,the,[5],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,4,16,22,secret,secret,secret,[6],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,5,23,25,of,of,of,[7],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,6,26,31,power,power,power,[8],lowercase / apostrophe normalization
-iRBcNs9oI8$_$3,7,32,36,pose,pose,pose,[9],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,0,0,4,Well,Well,well,[1],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,1,6,9,for,for,for,[3],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,2,10,18,starters,starters,starters,[4],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,3,20,25,let's,let's,let's,"[6, 7, 8]",lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,4,26,30,look,look,look,[9],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,5,31,33,at,at,at,[10],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,6,34,37,the,the,the,[11],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,7,38,42,word,word,word,[12],lowercase / apostrophe normalization
-iRBcNs9oI8$_$7,8,44,49,power,power,power,[14],lowercase / apostrophe normalization
-iRBcNs9oI8$_$6,0,0,4,What,What,what,[1],lowercase / apostrophe normalization
-iRBcNs9oI8$_$6,1,5,7,is,is,is,[2],lowercase / apostrophe normalization
-iRBcNs9oI8$_$6,2,8,9,a,a,a,[3],lowercase / apostrophe normalization
-iRBcNs9oI8$_$6,3,10,15,power,power,power,[4],lowercase / apostrophe normalization
-iRBcNs9oI8$_$6,4,16,20,pose,pose,pose,[5],lowercase / apostrophe normalization
-iRBcNs9oI8$_$9,0,0,5,Power,Power,power,[1],lowercase / apostrophe normalization
-iRBcNs9oI8$_$9,1,6,8,is,is,is,[2],lowercase / apostrophe normalization
-iRBcNs9oI8$_$9,2,9,16,similar,similar,similar,[3],lowercase / apostrophe normalization
-iRBcNs9oI8$_$9,3,17,19,to,to,to,[4],lowercase / apostrophe normalization
-iRBcNs9oI8$_$9,4,20,28,strength,strength,strength,[5],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,0,0,4,I've,I've,i've,"[1, 2, 3]",lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,1,5,10,drawn,drawn,drawn,[4],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,2,11,15,this,this,this,[5],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,3,16,19,man,man,man,[6],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,4,20,24,here,here,here,[7],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,5,26,29,and,and,and,[9],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,6,30,32,if,if,if,[10],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,7,33,36,you,you,you,[11],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,8,37,40,can,can,can,[12],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,9,41,45,tell,tell,tell,[13],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,10,47,49,he,he,he,[15],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,11,50,53,has,has,has,[16],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,12,54,55,a,a,a,[17],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,13,56,59,lot,lot,lot,[18],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,14,60,62,of,of,of,[19],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,15,63,66,big,big,big,[20],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,16,67,74,muscles,muscles,muscles,[21],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,17,76,78,he,he,he,[23],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,18,79,84,looks,looks,looks,[24],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,19,85,89,very,very,very,[25],lowercase / apostrophe normalization
-iRBcNs9oI8$_$8,20,90,96,strong,strong,strong,[26],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,0,0,2,If,If,if,[1],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,1,3,5,it,it,it,[2],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,2,6,11,falls,falls,falls,[3],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,3,12,16,into,into,into,[4],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,4,17,19,oh,oh,oh,[5],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,5,20,23,any,any,any,[6],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,6,24,26,of,of,of,[7],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,7,27,32,those,those,those,[8],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,8,33,38,three,three,three,[9],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,9,39,49,categories,categories,categories,[10],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,10,51,59,inducing,inducing,inducing,[12],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,11,60,66,nausea,nausea,nausea,[13],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,12,67,70,and,and,and,[14],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,13,71,79,vomiting,vomiting,vomiting,[15],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,14,80,85,would,would,would,[16],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,15,86,88,be,be,be,[17],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,16,89,93,your,your,your,[18],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,17,94,98,next,next,next,[19],lowercase / apostrophe normalization
-lzEya4AM_4$_$5,18,99,103,step,step,step,[20],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,0,0,2,If,If,if,[1],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,1,3,6,the,the,the,[2],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,2,7,14,product,product,product,[3],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,3,15,17,or,or,or,[4],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,4,18,24,poison,poison,poison,[5],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,5,25,27,is,is,is,[6],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,6,28,32,some,some,some,[7],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,7,33,37,type,type,type,[8],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,8,38,40,of,of,of,[9],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,9,41,50,petroleum,petroleum,petroleum,[10],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,10,51,58,product,product,product,[11],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,11,59,61,or,or,or,[12],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,12,62,71,corrosive,corrosive,corrosive,"[13, 14, 15]",lowercase / apostrophe normalization
-lzEya4AM_4$_$6,13,72,79,product,product,product,[16],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,14,81,84,you,you,you,[18],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,15,85,90,would,would,would,[19],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,16,91,94,not,not,not,[20],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,17,95,102,attempt,attempt,attempt,[21],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,18,103,105,to,to,to,[22],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,19,106,112,induce,induce,induce,[23],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,20,113,121,vomiting,vomiting,vomiting,[24],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,21,122,125,and,and,and,[25],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,22,126,132,nausea,nausea,nausea,[26],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,23,134,136,as,as,as,[28],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,24,137,139,as,as,as,[29],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,25,140,143,the,the,the,[30],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,26,144,151,product,product,product,[31],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,27,152,158,burned,burned,burned,[32],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,28,159,161,on,on,on,[33],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,29,162,165,the,the,the,[34],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,30,166,169,way,way,way,[35],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,31,170,174,down,down,down,[36],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,32,175,177,it,it,it,[37],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,33,178,183,could,could,could,[38],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,34,184,189,cause,cause,cause,[39],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,35,190,196,damage,damage,damage,[40],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,36,197,200,and,and,and,[41],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,37,201,208,burning,burning,burning,[42],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,38,209,211,on,on,on,[43],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,39,212,215,the,the,the,[44],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,40,216,219,way,way,way,[45],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,41,220,224,back,back,back,[46],lowercase / apostrophe normalization
-lzEya4AM_4$_$6,42,225,227,up,up,up,[47],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,0,0,5,There,There,there,[1],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,1,6,9,are,are,are,[2],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,2,10,11,a,a,a,[3],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,3,12,17,dozen,dozen,dozen,[4],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,4,18,20,or,or,or,[5],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,5,21,25,more,more,more,[6],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,6,26,31,hands,hands,hands,[7],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,7,32,34,on,on,on,[8],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,8,35,45,techniques,techniques,techniques,[9],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,9,46,50,that,that,that,[10],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,10,51,53,we,we,we,[11],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,11,54,57,can,can,can,[12],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$1,12,58,60,do,do,do,[13],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,0,0,2,So,So,so,[1],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,1,3,11,physical,physical,physical,[2],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,2,12,22,therapists,therapists,therapists,"[3, 4]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,3,23,26,and,and,and,[5],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,4,27,40,chiropractors,chiropractors,chiropractors,"[6, 7, 8, 9]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,5,41,45,will,will,will,[10],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,6,46,48,do,do,do,[11],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,7,49,54,joint,joint,joint,[12],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,8,55,68,manipulations,manipulations,manipulations,"[13, 14]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,9,69,72,and,and,and,[15],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$2,10,73,86,mobilizations,mobilizations,mobilizations,"[16, 17]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$6,0,0,4,They,They,they,[1],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$6,1,5,8,are,are,are,[2],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$6,2,9,12,all,all,all,[3],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$6,3,13,17,very,very,very,[4],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$6,4,18,22,safe,safe,safe,[5],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,0,0,4,It's,It's,it's,"[1, 2, 3]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,1,5,9,safe,safe,safe,[4],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,2,10,13,and,and,and,[5],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,3,14,17,the,the,the,[6],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,4,18,24,person,person,person,[7],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,5,25,29,will,will,will,[8],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,6,30,34,feel,feel,feel,[9],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,7,35,41,better,better,better,[10],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,8,42,47,later,later,later,[11],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,9,48,50,on,on,on,[12],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,10,52,55,but,but,but,[14],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,11,56,60,it's,it's,it's,"[15, 16, 17]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,12,61,65,sort,sort,sort,[18],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,13,66,68,of,of,of,[19],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,14,69,73,like,like,like,[20],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,15,74,82,flossing,flossing,flossing,"[21, 22, 23]",lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,16,83,87,your,your,your,[24],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,17,88,93,teeth,teeth,teeth,[25],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,18,94,97,for,for,for,[26],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,19,98,101,the,the,the,[27],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,20,102,107,first,first,first,[28],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$9,21,108,112,time,time,time,[29],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,0,0,9,Sometimes,Sometimes,sometimes,[1],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,1,10,12,we,we,we,[2],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,2,13,17,have,have,have,[3],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,3,18,20,to,to,to,[4],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,4,21,28,stretch,stretch,stretch,[5],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,5,29,33,that,that,that,[6],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,6,34,39,joint,joint,joint,[7],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,7,40,44,that,that,that,[8],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,8,45,47,is,is,is,[9],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,9,48,55,already,already,already,[10],lowercase / apostrophe normalization
-mJ2ud6oKI8$_$8,10,56,65,irritated,irritated,irritated,[11],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,0,0,3,How,How,how,[1],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,1,5,7,at,at,at,[3],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,2,8,9,a,a,a,[4],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,3,10,20,particular,particular,particular,[5],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,4,21,27,moment,moment,moment,[6],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,5,28,30,in,in,in,[7],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,6,31,35,time,time,time,[8],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,7,36,39,our,our,our,[10],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,8,40,46,moment,moment,moment,[11],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,9,47,49,in,in,in,[12],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,10,50,54,time,time,time,[13],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,11,55,58,are,are,are,[15],lowercase / apostrophe normalization
